"employee_id","employee_number","employee_name","preferred_name","gender","nationality","date_of_birth","age","marital_status","employment_status","employee_type","full_time_part_time","hire_date","confirmation_date","termination_date","termination_reason","length_of_service","legal_entity","business_unit","department","division","section","cost_center","position_id","position_title","job_family","job_grade","job_level","line_manager_id","line_manager_name","location","country","city","employment_category"
"BLD-101129","EMP001128","Reem El-Sayed","Reem","Female","Egyptian","1995-06-24","30","Married","Active","Contract","Full Time","2024-09-25","2024-12-24",,,"1.3","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-01128","Team Lead - Sales & Distribution","Sales & Distribution","G6","Supervisory","BLD-100583","Kumar El-Sayed","Cairo Site","Egypt","Cairo","Local"
"BLD-101130","EMP001129","Ravi Pereira","Ravi","Male","Egyptian","1981-11-24","44","Single","Active","Permanent","Full Time","2025-07-26","2025-10-24",,,"0.4","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 1","CC-564","POS-01129","Operator - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G2","Staff","BLD-101507","Khalid Al-Marri","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101131","EMP001130","Grace Mansour","Grace","Female","Egyptian","1974-08-21","51","Married","Active","Permanent","Full Time","2024-08-03","2024-11-01",,,"1.4","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 3","CC-502","POS-01130","Officer - Finance","Finance","G3","Staff","BLD-101063","Grace Reyes","Cairo Site","Egypt","Cairo","Local"
"BLD-101132","EMP001131","Hassan Baig","Hassan","Male","Nepali","1984-10-12","40","Married","Terminated","Contract","Full Time","2024-01-22","2024-04-21","2025-03-14","Resignation - Better Opportunity","1.1","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 3","CC-662","POS-01131","Assistant - Farm Operations","Farm Operations","G5","Staff","BLD-100557","Hari Cruz","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101133","EMP001132","Rowena Fernandes","Rowena","Female","Egyptian","1987-12-03","38","Married","Active","Permanent","Full Time","2025-03-08","2025-06-06",,,"0.8","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-01132","Manager - Finance","Finance","G10","Managerial","BLD-100036","Waleed Gurung","Cairo Site","Egypt","Cairo","Local"
"BLD-101134","EMP001133","Huda Sharma","Huda","Female","Indian","2002-03-07","21","Married","Terminated","Contract","Full Time","2023-07-06","2023-10-04","2024-01-30","Contract Non-Renewal - Company Decision","0.6","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 1","CC-310","POS-01133","Technician - People & Culture","People & Culture","G1","Staff","BLD-100637","Noor Baig","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101135","EMP001134","Lubna Hassan","Lubna","Female","Pakistani","1992-06-13","33","Married","Active","Permanent","Full Time","2025-02-20","2025-05-21",,,"0.9","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 3","CC-118","POS-01134","Associate - R&D","R&D","G3","Staff","BLD-101494","Manoj Santos","Doha Site","Qatar","Doha","Expatriate"
"BLD-101136","EMP001135","Deepak Mahmoud","Deepak","Male","Indian","1978-05-24","47","Married","Active","Permanent","Full Time","2025-08-21","2025-11-19",,,"0.4","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 2","CC-577","POS-01135","Senior Manager - Corporate & Executive Office","Corporate & Executive Office","G10","Managerial","BLD-100861","Pooja Chowdhury","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101137","EMP001136","Arjun Devi","Arjun","Male","Egyptian","1996-12-18","29","Single","Active","Permanent","Full Time","2023-07-04","2023-10-02",,,"2.5","Baladna Egypt","Operations","Production","Operations","Production - Section 3","CC-956","POS-01136","Technician - Production","Production","G3","Staff","BLD-100363","Kavita Chowdhury","Cairo Site","Egypt","Cairo","Local"
"BLD-101138","EMP001137","Manoj Ibrahim","Manoj","Male","Nepali","2000-07-01","25","Married","Active","Permanent","Full Time","2023-03-07","2023-06-05",,,"2.8","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-01137","Supervisor - Farm Operations","Farm Operations","G7","Supervisory","BLD-100455","Faisal Santos","Doha Site","Qatar","Doha","Expatriate"
"BLD-101139","EMP001138","Rania Youssef","Rania","Female","Nepali","1992-06-18","33","Married","Active","Contract","Full Time","2023-02-16","2023-05-17",,,"2.9","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 3","CC-310","POS-01138","Associate - People & Culture","People & Culture","G4","Staff","BLD-101067","Sanjay Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-101140","EMP001139","Rakesh El-Sayed","Rakesh","Male","Nepali","1998-09-13","27","Married","Active","Permanent","Full Time","2025-11-27","2026-02-25",,,"0.1","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 2","CC-289","POS-01139","Associate - IT & Digital","IT & Digital","G3","Staff","BLD-100134","Arjun Mendoza","Doha Site","Qatar","Doha","Expatriate"
"BLD-101141","EMP001140","Pooja Thapa","Pooja","Female","Egyptian","1971-10-25","54","Married","Active","Permanent","Full Time","2023-01-21","2023-04-21",,,"2.9","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 2","CC-564","POS-01140","Supervisor - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G8","Supervisory","BLD-101448","Nadia Youssef","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101142","EMP001141","Juan Farouk","Juan","Male","Nepali","1970-12-26","53","Single","Terminated","Permanent","Full Time","2023-07-01","2023-09-29","2024-02-06","End of Contract - Not Renewed by Employee","0.6","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 3","CC-637","POS-01141","Associate - Procurement","Procurement","G5","Staff","BLD-100894","Yasmin Iqbal","Doha Site","Qatar","Doha","Expatriate"
"BLD-101143","EMP001142","Noor Abdullah","Noor","Female","Nepali","2003-03-01","22","Single","Active","Permanent","Full Time","2025-04-03","2025-07-02",,,"0.7","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 3","CC-577","POS-01142","Manager - Corporate & Executive Office","Corporate & Executive Office","G11","Managerial","BLD-100861","Pooja Chowdhury","Doha Site","Qatar","Doha","Expatriate"
"BLD-101144","EMP001143","Dina Baig","Dina","Female","Pakistani","2002-06-05","23","Single","Active","Permanent","Full Time","2025-08-08","2025-11-06",,,"0.4","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-01143","Coordinator - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G1","Staff","BLD-100797","Rajesh Farouk","Doha Site","Qatar","Doha","Expatriate"
"BLD-101145","EMP001144","Nadia Baig","Nadia","Female","Pakistani","2003-06-12","22","Single","Active","Permanent","Full Time","2023-10-03","2024-01-01",,,"2.2","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 2","CC-916","POS-01144","Operator - Marketing","Marketing","G3","Staff","BLD-100692","Ahmed Kapoor","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101146","EMP001145","Khalid Abdullah","Khalid","Male","Indian","1997-07-26","28","Married","Active","Permanent","Full Time","2025-03-19","2025-06-17",,,"0.8","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 2","CC-178","POS-01145","Officer - Engineering & Maintenance","Engineering & Maintenance","G3","Staff","BLD-100215","Vikram Abdullah","Doha Site","Qatar","Doha","Expatriate"
"BLD-101147","EMP001146","Deepak Gurung","Deepak","Male","Pakistani","1999-05-11","26","Single","Active","Permanent","Full Time","2024-09-13","2024-12-12",,,"1.3","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 1","CC-289","POS-01146","Head of Department - IT & Digital","IT & Digital","G13","Executive","BLD-100001","Yousef Al-Attiyah","Doha Site","Qatar","Doha","Expatriate"
"BLD-101148","EMP001147","Krishna Al-Sayed","Krishna","Male","Filipino","1974-11-10","51","Married","Active","Contract","Full Time","2023-04-10","2023-07-09",,,"2.7","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 2","CC-577","POS-01147","Team Lead - Corporate & Executive Office","Corporate & Executive Office","G9","Supervisory","BLD-101143","Noor Abdullah","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101149","EMP001148","Noor Sharma","Noor","Female","Filipino","1984-03-08","41","Married","Active","Permanent","Full Time","2025-03-10","2025-06-08",,,"0.8","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 2","CC-310","POS-01148","Senior Officer - People & Culture","People & Culture","G8","Supervisory","BLD-101401","Tariq Khan","Doha Site","Qatar","Doha","Expatriate"
"BLD-101150","EMP001149","Ravi Devi","Ravi","Male","Nepali","1991-10-17","34","Married","Active","Permanent","Full Time","2023-01-12","2023-04-12",,,"3","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 1","CC-289","POS-01149","Manager - IT & Digital","IT & Digital","G10","Managerial","BLD-101147","Deepak Gurung","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101151","EMP001150","Sunita Al-Marri","Sunita","Female","Egyptian","1988-01-10","37","Married","Active","Permanent","Full Time","2025-04-03","2025-07-02",,,"0.7","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-01150","Senior Technician - Finance","Finance","G9","Supervisory","BLD-100607","Omar Santos","Cairo Site","Egypt","Cairo","Local"
"BLD-101152","EMP001151","Bishnu Ibrahim","Bishnu","Male","Sri Lankan","1990-01-12","35","Single","Active","Permanent","Full Time","2024-09-18","2024-12-17",,,"1.3","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-01151","Operator - Production","Production","G4","Staff","BLD-100862","Omar Gurung","Doha Site","Qatar","Doha","Expatriate"
"BLD-101153","EMP001152","Krishna Santos","Krishna","Male","Qatari","1997-05-27","28","Married","Active","Permanent","Full Time","2024-02-02","2024-05-02",,,"1.9","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 3","CC-310","POS-01152","Specialist - People & Culture","People & Culture","G7","Supervisory","BLD-101401","Tariq Khan","Doha Site","Qatar","Doha","Local"
"BLD-101154","EMP001153","Ali Ibrahim","Ali","Male","Egyptian","1987-10-15","38","Single","Active","Permanent","Full Time","2025-02-04","2025-05-05",,,"0.9","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-01153","Senior Manager - Production","Production","G11","Managerial","BLD-100700","Prakash Mendoza","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101155","EMP001154","Bishnu Chowdhury","Bishnu","Male","Sri Lankan","2004-11-06","20","Married","Terminated","Permanent","Full Time","2025-06-10","2025-09-08","2025-08-03","Termination - Disciplinary","0.1","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-01154","Technician - Supply Chain & Logistics","Supply Chain & Logistics","G1","Staff","BLD-100551","Prakash Reyes","Doha Site","Qatar","Doha","Expatriate"
"BLD-101156","EMP001155","Bikram Kapoor","Bikram","Male","Pakistani","1996-01-09","29","Married","Active","Permanent","Full Time","2025-01-16","2025-04-16",,,"1","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-01155","Coordinator - Farm Operations","Farm Operations","G1","Staff","BLD-101138","Manoj Ibrahim","Doha Site","Qatar","Doha","Expatriate"
"BLD-101157","EMP001156","Sameer Reyes","Sameer","Male","Egyptian","1998-11-25","26","Single","Terminated","Permanent","Part Time","2024-07-26","2024-10-24","2025-10-19","Termination - Disciplinary","1.2","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 1","CC-662","POS-01156","Senior Officer - Farm Operations","Farm Operations","G6","Supervisory","BLD-100055","Anil Fernandes","Doha Site","Qatar","Doha","Expatriate"
"BLD-101158","EMP001157","Manoj Kapoor","Manoj","Male","Jordanian","1976-12-27","49","Single","Active","Contract","Full Time","2024-01-12","2024-04-11",,,"2","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 2","CC-310","POS-01157","Senior Technician - Sales & Distribution","Sales & Distribution","G9","Supervisory","BLD-100860","Bishnu Al-Marri","Doha Site","Qatar","Doha","Expatriate"
"BLD-101159","EMP001158","Hassan Al-Marri","Hassan","Male","Bangladeshi","1978-04-23","47","Married","Active","Permanent","Full Time","2024-10-09","2025-01-07",,,"1.2","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 3","CC-118","POS-01158","Coordinator - R&D","R&D","G4","Staff","BLD-100593","Santosh Mahmoud","Doha Site","Qatar","Doha","Expatriate"
"BLD-101160","EMP001159","Waleed Cruz","Waleed","Male","Sri Lankan","1974-07-02","51","Single","Active","Contract","Full Time","2023-08-08","2023-11-06",,,"2.4","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-01159","Assistant Manager - Supply Chain & Logistics","Supply Chain & Logistics","G10","Managerial","BLD-101509","Suresh Reyes","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101161","EMP001160","Ramesh Al-Sayed","Ramesh","Male","Pakistani","1981-12-21","44","Single","Active","Permanent","Full Time","2024-11-03","2025-02-01",,,"1.2","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 3","CC-178","POS-01160","Senior Officer - Engineering & Maintenance","Engineering & Maintenance","G7","Supervisory","BLD-100494","Ravi Youssef","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101162","EMP001161","Ravi Khan","Ravi","Male","Pakistani","1998-12-20","26","Married","Terminated","Permanent","Full Time","2023-05-23","2023-08-21","2025-02-16","Termination - Performance","1.7","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 1","CC-289","POS-01161","Associate - IT & Digital","IT & Digital","G3","Staff","BLD-100134","Arjun Mendoza","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101163","EMP001162","Ali Santos","Ali","Male","Pakistani","1981-09-21","44","Married","Active","Permanent","Full Time","2025-04-03","2025-07-02",,,"0.7","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-01162","Senior Technician - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G7","Supervisory","BLD-100744","Vikram Hassan","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101164","EMP001163","Mona Thapa","Mona","Female","Pakistani","1990-03-07","34","Married","Terminated","Permanent","Full Time","2023-09-05","2023-12-04","2024-04-25","End of Contract - Not Renewed by Employee","0.6","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 3","CC-310","POS-01163","Senior Technician - People & Culture","People & Culture","G9","Supervisory","BLD-100349","Khalid Thapa","Doha Site","Qatar","Doha","Expatriate"
"BLD-101165","EMP001164","Rina Fernandes","Rina","Female","Nepali","1986-04-18","39","Single","Active","Contract","Full Time","2023-10-17","2024-01-15",,,"2.2","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 3","CC-577","POS-01164","Specialist - Corporate & Executive Office","Corporate & Executive Office","G6","Supervisory","BLD-100398","Rania Islam","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101166","EMP001165","Hari Mahmoud","Hari","Male","Qatari","1976-03-14","48","Single","Terminated","Permanent","Full Time","2024-04-05","2024-07-04","2024-04-22","Resignation - Personal Reasons","0","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-01165","Associate - Farm Operations","Farm Operations","G3","Staff","BLD-101094","Santosh Abdullah","Doha Site","Qatar","Doha","Local"
"BLD-101167","EMP001166","Aisha Iqbal","Aisha","Female","Pakistani","1983-04-19","41","Married","Terminated","Contract","Full Time","2023-08-08","2023-11-06","2024-04-28","Resignation - Relocation","0.7","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 3","CC-916","POS-01166","Assistant Manager - Marketing","Marketing","G11","Managerial","BLD-100171","Huda Abdullah","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101168","EMP001167","Ali Rai","Ali","Male","Nepali","1984-10-24","41","Married","Active","Permanent","Full Time","2023-10-06","2024-01-04",,,"2.2","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-01167","Officer - Farm Operations","Farm Operations","G2","Staff","BLD-100782","Khalid Santos","Doha Site","Qatar","Doha","Expatriate"
"BLD-101169","EMP001168","Rakesh Rai","Rakesh","Male","Nepali","1993-10-25","32","Single","Active","Permanent","Full Time","2024-12-22","2025-03-22",,,"1","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 1","CC-289","POS-01168","Officer - IT & Digital","IT & Digital","G3","Staff","BLD-100549","Suresh Mansour","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101170","EMP001169","Hassan Ahmed","Hassan","Male","Filipino","2003-08-21","22","Married","Active","Permanent","Full Time","2025-08-19","2025-11-17",,,"0.4","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-01169","Technician - Procurement","Procurement","G1","Staff","BLD-100754","Priya Baig","Doha Site","Qatar","Doha","Expatriate"
"BLD-101171","EMP001170","Waleed Ahmed","Waleed","Male","Qatari","1977-11-18","48","Married","Active","Permanent","Full Time","2025-08-15","2025-11-13",,,"0.4","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 3","CC-637","POS-01170","Coordinator - Procurement","Procurement","G1","Staff","BLD-100894","Yasmin Iqbal","Al Rayyan Site","Qatar","Al Rayyan","Local"
"BLD-101172","EMP001171","Vikram Abdullah","Vikram","Male","Indian","1986-06-16","39","Single","Active","Permanent","Full Time","2023-01-03","2023-04-03",,,"3","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 3","CC-289","POS-01171","Specialist - IT & Digital","IT & Digital","G7","Supervisory","BLD-100663","Salma Ibrahim","Doha Site","Qatar","Doha","Expatriate"
"BLD-101173","EMP001172","Khalid Abdullah","Khalid","Male","Bangladeshi","1988-02-02","36","Married","Terminated","Permanent","Full Time","2023-01-26","2023-04-26","2024-03-04","Resignation - Better Opportunity","1.1","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-01172","Officer - Production","Production","G5","Staff","BLD-100475","Tariq Mansour","Doha Site","Qatar","Doha","Expatriate"
"BLD-101174","EMP001173","Bikram Fernandes","Bikram","Male","Pakistani","2004-11-03","20","Married","Terminated","Contract","Full Time","2025-10-21","2026-01-19","2025-10-28","Resignation - Better Opportunity","0","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-01173","Coordinator - Procurement","Procurement","G5","Staff","BLD-100397","Ahmed Rai","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101175","EMP001174","Salma Devi","Salma","Female","Filipino","1991-04-03","33","Married","Terminated","Permanent","Full Time","2023-09-09","2023-12-08","2024-12-03","Resignation - Better Opportunity","1.2","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 2","CC-637","POS-01174","Officer - Procurement","Procurement","G4","Staff","BLD-100894","Yasmin Iqbal","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101176","EMP001175","Ahmed Malik","Ahmed","Male","Pakistani","1989-03-02","36","Married","Active","Contract","Full Time","2023-03-07","2023-06-05",,,"2.8","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 2","CC-564","POS-01175","Associate - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G4","Staff","BLD-101079","Sanjay Devi","Doha Site","Qatar","Doha","Expatriate"
"BLD-101177","EMP001176","Ahmed Mendoza","Ahmed","Male","Egyptian","2003-11-09","22","Single","Active","Permanent","Full Time","2024-02-17","2024-05-17",,,"1.9","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 2","CC-178","POS-01176","Operator - Engineering & Maintenance","Engineering & Maintenance","G2","Staff","BLD-100520","Bikram Cruz","Doha Site","Qatar","Doha","Expatriate"
"BLD-101178","EMP001177","Hari Al-Marri","Hari","Male","Indian","2005-03-15","20","Single","Active","Permanent","Full Time","2025-08-08","2025-11-06",,,"0.4","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 3","CC-577","POS-01177","Assistant Manager - Corporate & Executive Office","Corporate & Executive Office","G11","Managerial","BLD-100861","Pooja Chowdhury","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101179","EMP001178","Vikram Ahmed","Vikram","Male","Jordanian","1972-11-20","53","Single","Active","Permanent","Full Time","2023-10-22","2024-01-20",,,"2.2","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 2","CC-916","POS-01178","Senior Officer - Marketing","Marketing","G6","Supervisory","BLD-100421","Huda Ahmed","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101180","EMP001179","Reem Farouk","Reem","Female","Nepali","1992-07-03","31","Married","Terminated","Permanent","Full Time","2023-07-23","2023-10-21","2023-08-23","Resignation - Better Opportunity","0.1","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 3","CC-502","POS-01179","Senior Technician - Finance","Finance","G9","Supervisory","BLD-100576","Dalia Al-Kuwari","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101181","EMP001180","Salma Sharma","Salma","Female","Bangladeshi","1994-12-13","31","Married","Active","Permanent","Full Time","2024-02-12","2024-05-12",,,"1.9","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 3","CC-310","POS-01180","Associate - Sales & Distribution","Sales & Distribution","G1","Staff","BLD-100935","Reem Youssef","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101182","EMP001181","Sunita Gurung","Sunita","Female","Bangladeshi","1981-09-01","43","Single","Terminated","Permanent","Full Time","2023-10-08","2024-01-06","2025-02-09","Resignation - Better Opportunity","1.3","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 1","CC-289","POS-01181","Operator - IT & Digital","IT & Digital","G1","Staff","BLD-101233","Manoj Mansour","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101183","EMP001182","Tariq Malik","Tariq","Male","Egyptian","1984-08-05","41","Married","Active","Permanent","Full Time","2024-06-02","2024-08-31",,,"1.6","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 1","CC-662","POS-01182","Supervisor - Farm Operations","Farm Operations","G7","Supervisory","BLD-100331","Ahmed Cruz","Doha Site","Qatar","Doha","Expatriate"
"BLD-101184","EMP001183","Yasmin Reyes","Yasmin","Female","Egyptian","1971-11-01","54","Married","Active","Permanent","Full Time","2025-05-09","2025-08-07",,,"0.6","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 1","CC-310","POS-01183","Technician - People & Culture","People & Culture","G2","Staff","BLD-101350","Omar Abdullah","Alexandria Site","Egypt","Alexandria","Local"
"BLD-101185","EMP001184","Anil Mendoza","Anil","Male","Egyptian","2003-12-12","22","Married","Active","Permanent","Full Time","2023-04-15","2023-07-14",,,"2.7","Baladna Egypt","Operations","Production","Operations","Production - Section 3","CC-956","POS-01184","Senior Technician - Production","Production","G7","Supervisory","BLD-100559","Sameer Reyes","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101186","EMP001185","Maria Pereira","Maria","Female","Egyptian","1971-02-10","54","Single","Active","Temporary","Full Time","2024-09-04","2024-12-03",,,"1.3","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-01185","Specialist - Finance","Finance","G8","Supervisory","BLD-101133","Rowena Fernandes","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101187","EMP001186","Anita Al-Kuwari","Anita","Female","Sri Lankan","1972-09-01","52","Married","Terminated","Permanent","Full Time","2024-10-16","2025-01-14","2024-11-28","Resignation - Relocation","0.1","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-01186","Assistant - Finance","Finance","G3","Staff","BLD-100367","Bishnu Pereira","Doha Site","Qatar","Doha","Expatriate"
"BLD-101188","EMP001187","Bikram Rai","Bikram","Male","Sri Lankan","1974-06-20","49","Single","Terminated","Permanent","Full Time","2023-09-17","2023-12-16","2024-02-23","Contract Non-Renewal - Company Decision","0.4","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 1","CC-564","POS-01187","Operator - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G5","Staff","BLD-100912","Hari Al-Kuwari","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101189","EMP001188","Ahmed Baig","Ahmed","Male","Filipino","1987-11-04","38","Married","Active","Permanent","Full Time","2024-07-20","2024-10-18",,,"1.4","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-01188","Coordinator - Production","Production","G3","Staff","BLD-100709","Rakesh Youssef","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101190","EMP001189","Noor Ahmed","Noor","Female","Sudanese","1983-10-15","41","Married","Terminated","Permanent","Full Time","2024-06-03","2024-09-01","2024-12-15","Resignation - Personal Reasons","0.5","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 2","CC-310","POS-01189","Assistant - People & Culture","People & Culture","G2","Staff","BLD-100416","Arjun Islam","Doha Site","Qatar","Doha","Expatriate"
"BLD-101191","EMP001190","Grace Al-Marri","Grace","Female","Indian","1980-08-14","43","Married","Terminated","Permanent","Full Time","2023-06-18","2023-09-16","2024-07-28","End of Contract - Not Renewed by Employee","1.1","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 3","CC-289","POS-01190","Technician - IT & Digital","IT & Digital","G4","Staff","BLD-100808","Rajesh Mansour","Doha Site","Qatar","Doha","Expatriate"
"BLD-101192","EMP001191","Rajesh Ahmed","Rajesh","Male","Indian","1994-04-15","31","Married","Active","Permanent","Full Time","2025-10-02","2025-12-31",,,"0.2","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 1","CC-577","POS-01191","Senior Technician - Corporate & Executive Office","Corporate & Executive Office","G8","Supervisory","BLD-100908","Rania Kapoor","Doha Site","Qatar","Doha","Expatriate"
